Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017]
Bhutan,BTN,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,82.4355505086788
Bhutan,BTN,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,74.1062215268314
Bhutan,BTN,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,86.0724728176603
Bhutan,BTN,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,78.3139323300692
Bhutan,BTN,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,81.1363051297358
Bhutan,BTN,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,82.4913932321496
Bhutan,BTN,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,94.2839726020277
Bolivia,BOL,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,68.3004420496515
Bolivia,BOL,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,90.2964949232125
Bolivia,BOL,Price level index (World = 100),PX.WL,1101120:Meat,1101120,52.8663661348909
Bolivia,BOL,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,77.022044705166
Bolivia,BOL,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,70.8293629553122
Bolivia,BOL,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,86.7909791067348
Bolivia,BOL,Price level index (World = 100),PX.WL,1101160:Fruit,1101160,60.0025386427446
Bolivia,BOL,Price level index (World = 100),PX.WL,1101170:Vegetables,1101170,81.6680210862134
Bolivia,BOL,Price level index (World = 100),PX.WL,"1101180:Sugar, jam, honey, chocolate and confectionery",1101180,59.7753835389813
Bolivia,BOL,Price level index (World = 100),PX.WL,1101200:NON-ALCOHOLIC BEVERAGES,1101200,68.8652023118702
Bolivia,BOL,Price level index (World = 100),PX.WL,1102100:ALCOHOLIC BEVERAGES,1102100,86.9867779596711
Bonaire,BON,Price level index (World = 100),PX.WL,1101100:FOOD,1101100,129.600020995452
Bonaire,BON,Price level index (World = 100),PX.WL,1101110:Bread and cereals,1101110,141.493453790809
Bonaire,BON,Price level index (World = 100),PX.WL,1101120:Meat,1101120,135.632979684254
Bonaire,BON,Price level index (World = 100),PX.WL,1101130:Fish and seafood,1101130,168.576397245283
Bonaire,BON,Price level index (World = 100),PX.WL,"1101140:Milk, cheese and eggs",1101140,128.409018275631
Bonaire,BON,Price level index (World = 100),PX.WL,1101150:Oils and fats,1101150,98.9631855716596
